Zip,state,Subregion annual CO2e output emission rate (lb/kWh)
8332,NJ,1.0070369
8340,NJ,1.0070369
8341,NJ,1.0070369
8342,NJ,1.0070369
8343,NJ,1.0070369
8344,NJ,1.0070369
8345,NJ,1.0070369
8346,NJ,1.0070369
8347,NJ,1.0070369
8348,NJ,1.0070369
8349,NJ,1.0070369
8350,NJ,1.0070369
8352,NJ,1.0070369
8353,NJ,1.0070369
8360,NJ,1.0070369
8361,NJ,1.0070369
8362,NJ,1.0070369
8401,NJ,1.0070369
8402,NJ,1.0070369
8403,NJ,1.0070369
8404,NJ,1.0070369
8405,NJ,1.0070369
8406,NJ,1.0070369
8501,NJ,1.0070369
8502,NJ,1.0070369
8504,NJ,1.0070369
8505,NJ,1.0070369
8510,NJ,1.0070369
8511,NJ,1.0070369
8512,NJ,1.0070369
8514,NJ,1.0070369
8515,NJ,1.0070369
8518,NJ,1.0070369
8520,NJ,1.0070369
8525,NJ,1.0070369
8526,NJ,1.0070369
8527,NJ,1.0070369
8528,NJ,1.0070369
8530,NJ,1.0070369
8533,NJ,1.0070369
8534,NJ,1.0070369
8535,NJ,1.0070369
8536,NJ,1.0070369
8540,NJ,1.0070369
8541,NJ,1.0070369
8542,NJ,1.0070369
8543,NJ,1.0070369
8544,NJ,1.0070369
8550,NJ,1.0070369
8551,NJ,1.0070369
8553,NJ,1.0070369
8554,NJ,1.0070369
8555,NJ,1.0070369
8556,NJ,1.0070369
8557,NJ,1.0070369
8558,NJ,1.0070369
8559,NJ,1.0070369
8560,NJ,1.0070369
8561,NJ,1.0070369
8562,NJ,1.0070369
8601,NJ,1.0070369
8602,NJ,1.0070369
8603,NJ,1.0070369
8604,NJ,1.0070369
8605,NJ,1.0070369
8606,NJ,1.0070369
8607,NJ,1.0070369
8608,NJ,1.0070369
8609,NJ,1.0070369
8610,NJ,1.0070369
8611,NJ,1.0070369
8618,NJ,1.0070369
8619,NJ,1.0070369
8620,NJ,1.0070369
8625,NJ,1.0070369
8628,NJ,1.0070369
8629,NJ,1.0070369
8638,NJ,1.0070369
8640,NJ,1.0070369
8641,NJ,1.0070369
8645,NJ,1.0070369
8646,NJ,1.0070369
8647,NJ,1.0070369
8648,NJ,1.0070369
8650,NJ,1.0070369
8666,NJ,1.0070369
8690,NJ,1.0070369
8691,NJ,1.0070369
8695,NJ,1.0070369
8701,NJ,1.0070369
8720,NJ,1.0070369
8721,NJ,1.0070369
8722,NJ,1.0070369
8723,NJ,1.0070369
8724,NJ,1.0070369
8730,NJ,1.0070369
8731,NJ,1.0070369
8732,NJ,1.0070369
8733,NJ,1.0070369
8734,NJ,1.0070369
8735,NJ,1.0070369
8736,NJ,1.0070369
8738,NJ,1.0070369
8739,NJ,1.0070369
8740,NJ,1.0070369
8741,NJ,1.0070369
8742,NJ,1.0070369
8750,NJ,1.0070369
8751,NJ,1.0070369
8752,NJ,1.0070369
8753,NJ,1.0070369
8754,NJ,1.0070369
8755,NJ,1.0070369
8756,NJ,1.0070369
8757,NJ,1.0070369
8758,NJ,1.0070369
8759,NJ,1.0070369
8801,NJ,1.0070369
8802,NJ,1.0070369
8803,NJ,1.0070369
8804,NJ,1.0070369
8805,NJ,1.0070369
8807,NJ,1.0070369
8808,NJ,1.0070369
8809,NJ,1.0070369
8810,NJ,1.0070369
8812,NJ,1.0070369
8816,NJ,1.0070369
8817,NJ,1.0070369
8818,NJ,1.0070369
8820,NJ,1.0070369
8821,NJ,1.0070369
8822,NJ,1.0070369
8823,NJ,1.0070369
8824,NJ,1.0070369
8825,NJ,1.0070369
8826,NJ,1.0070369
8827,NJ,1.0070369
8828,NJ,1.0070369
8829,NJ,1.0070369
8830,NJ,1.0070369
8831,NJ,1.0070369
8832,NJ,1.0070369
8833,NJ,1.0070369
8834,NJ,1.0070369
8835,NJ,1.0070369
8836,NJ,1.0070369
8837,NJ,1.0070369
8840,NJ,1.0070369
8844,NJ,1.0070369
8846,NJ,1.0070369
8848,NJ,1.0070369
8850,NJ,1.0070369
8852,NJ,1.0070369
8853,NJ,1.0070369
8854,NJ,1.0070369
8855,NJ,1.0070369
8857,NJ,1.0070369
8858,NJ,1.0070369
8859,NJ,1.0070369
8861,NJ,1.0070369
8862,NJ,1.0070369
8863,NJ,1.0070369
8865,NJ,1.0070369
8867,NJ,1.0070369
8868,NJ,1.0070369
8869,NJ,1.0070369
8870,NJ,1.0070369
8871,NJ,1.0070369
8872,NJ,1.0070369
8873,NJ,1.0070369
8875,NJ,1.0070369
8876,NJ,1.0070369
8879,NJ,1.0070369
8880,NJ,1.0070369
8882,NJ,1.0070369
8884,NJ,1.0070369
8885,NJ,1.0070369
8886,NJ,1.0070369
8887,NJ,1.0070369
8888,NJ,1.0070369
8889,NJ,1.0070369
8890,NJ,1.0070369
8899,NJ,1.0070369
8901,NJ,1.0070369
8902,NJ,1.0070369
8903,NJ,1.0070369
8904,NJ,1.0070369
8905,NJ,1.0070369
8906,NJ,1.0070369
8933,NJ,1.0070369
8989,NJ,1.0070369
10001,NY,0.6237842
10002,NY,0.6237842
10003,NY,0.6237842
10004,NY,0.6237842
10005,NY,0.6237842
10006,NY,0.6237842
10007,NY,0.6237842
10008,NY,0.6237842
10009,NY,0.6237842
10010,NY,0.6237842
10011,NY,0.6237842
10012,NY,0.6237842
10013,NY,0.6237842
10014,NY,0.6237842
10016,NY,0.6237842
10017,NY,0.6237842
10018,NY,0.6237842
10019,NY,0.6237842
10020,NY,0.6237842
10021,NY,0.6237842
10022,NY,0.6237842
10023,NY,0.6237842
10024,NY,0.6237842
10025,NY,0.6237842
10026,NY,0.6237842
10027,NY,0.6237842
10028,NY,0.6237842
10029,NY,0.6237842
10030,NY,0.6237842
10031,NY,0.6237842
10032,NY,0.6237842
10033,NY,0.6237842
10034,NY,0.6237842
10035,NY,0.6237842
10036,NY,0.6237842
10037,NY,0.6237842
10038,NY,0.6237842
10039,NY,0.6237842
10040,NY,0.6237842
10041,NY,0.6237842
10043,NY,0.6237842
10044,NY,0.6237842
10045,NY,0.6237842
10055,NY,0.6237842
10060,NY,0.6237842
10065,NY,0.6237842
10069,NY,0.6237842
10072,NY,0.6237842
10075,NY,0.6237842
10080,NY,0.6237842
10081,NY,0.6237842
10082,NY,0.6237842
10087,NY,0.6237842
10090,NY,0.6237842
10095,NY,0.6237842
10101,NY,0.6237842
10102,NY,0.6237842
10103,NY,0.6237842
10104,NY,0.6237842
10105,NY,0.6237842
10106,NY,0.6237842
10107,NY,0.6237842
10108,NY,0.6237842
10109,NY,0.6237842
10110,NY,0.6237842
10111,NY,0.6237842
10112,NY,0.6237842
10113,NY,0.6237842
10114,NY,0.6237842
10115,NY,0.6237842
10116,NY,0.6237842
10117,NY,0.6237842
10118,NY,0.6237842
10119,NY,0.6237842
10120,NY,0.6237842
10121,NY,0.6237842
10122,NY,0.6237842
10123,NY,0.6237842
10124,NY,0.6237842
10125,NY,0.6237842
10126,NY,0.6237842
10128,NY,0.6237842
10129,NY,0.6237842
10130,NY,0.6237842
10131,NY,0.6237842
10132,NY,0.6237842
10133,NY,0.6237842
10138,NY,0.6237842
10149,NY,0.6237842
10150,NY,0.6237842
10151,NY,0.6237842
10152,NY,0.6237842
10153,NY,0.6237842
10154,NY,0.6237842
10155,NY,0.6237842
10156,NY,0.6237842
10157,NY,0.6237842
10158,NY,0.6237842
10159,NY,0.6237842
10160,NY,0.6237842
10161,NY,0.6237842
10162,NY,0.6237842
10163,NY,0.6237842
10164,NY,0.6237842
10165,NY,0.6237842
10166,NY,0.6237842
10167,NY,0.6237842
10168,NY,0.6237842
10169,NY,0.6237842
10170,NY,0.6237842
10171,NY,0.6237842
10172,NY,0.6237842
10173,NY,0.6237842
10174,NY,0.6237842
10175,NY,0.6237842
10176,NY,0.6237842
10177,NY,0.6237842
10178,NY,0.6237842
10179,NY,0.6237842
10185,NY,0.6237842
10197,NY,0.6237842
10199,NY,0.6237842
10203,NY,0.6237842
10211,NY,0.6237842
10212,NY,0.6237842
10213,NY,0.6237842
10242,NY,0.6237842
10249,NY,0.6237842
10256,NY,0.6237842
10257,NY,0.6237842
10258,NY,0.6237842
10259,NY,0.6237842
10260,NY,0.6237842
10261,NY,0.6237842
10265,NY,0.6237842
10268,NY,0.6237842
10269,NY,0.6237842
10270,NY,0.6237842
10271,NY,0.6237842
10272,NY,0.6237842
10273,NY,0.6237842
10274,NY,0.6237842
10275,NY,0.6237842
10276,NY,0.6237842
10277,NY,0.6237842
10278,NY,0.6237842
10279,NY,0.6237842
10280,NY,0.6237842
10281,NY,0.6237842
10282,NY,0.6237842
10285,NY,0.6237842
10286,NY,0.6237842
10292,NY,0.6237842
10301,NY,0.6237842
10302,NY,0.6237842
10303,NY,0.6237842
10304,NY,0.6237842
10305,NY,0.6237842
10306,NY,0.6237842
10307,NY,0.6237842
10308,NY,0.6237842
10309,NY,0.6237842
10310,NY,0.6237842
10311,NY,0.6237842
10312,NY,0.6237842
10313,NY,0.6237842
10314,NY,0.6237842
10451,NY,0.6237842
10452,NY,0.6237842
10453,NY,0.6237842
10454,NY,0.6237842
10455,NY,0.6237842
10456,NY,0.6237842
10457,NY,0.6237842
10458,NY,0.6237842
10459,NY,0.6237842
10460,NY,0.6237842
10461,NY,0.6237842
10462,NY,0.6237842
10463,NY,0.6237842
10464,NY,0.6237842
10465,NY,0.6237842
10466,NY,0.6237842
10467,NY,0.6237842
10468,NY,0.6237842
10469,NY,0.6237842
10470,NY,0.6237842
10471,NY,0.6237842
10472,NY,0.6237842
10473,NY,0.6237842
10474,NY,0.6237842
10475,NY,0.6237842
10499,NY,0.6237842
10501,NY,0.5483741
10502,NY,0.6237842
10503,NY,0.6237842
10504,NY,0.6237842
10505,NY,0.5483741
10506,NY,0.6237842
10507,NY,0.6237842
10509,NY,0.5483741
10510,NY,0.6237842
10511,NY,0.6237842
10512,NY,0.5483741
10514,NY,0.6237842
10516,NY,0.5483741
10517,NY,0.6237842
10518,NY,0.5483741
10519,NY,0.5483741
10520,NY,0.6237842
10521,NY,0.6237842
10522,NY,0.6237842
10523,NY,0.6237842
10524,NY,0.5483741
10526,NY,0.5483741
10527,NY,0.5483741
10528,NY,0.6237842
10530,NY,0.6237842
10532,NY,0.6237842
10533,NY,0.6237842
10535,NY,0.5483741
10536,NY,0.5483741
10537,NY,0.5483741
10538,NY,0.6237842
10540,NY,0.5483741
10541,NY,0.5483741
10542,NY,0.5483741
10543,NY,0.6237842
10545,NY,0.6237842
10546,NY,0.6237842
10547,NY,0.6237842
10548,NY,0.6237842
10549,NY,0.6237842
10550,NY,0.6237842
10551,NY,0.6237842
10552,NY,0.6237842
10553,NY,0.6237842
10560,NY,0.5483741
10562,NY,0.6237842
10566,NY,0.6237842
10567,NY,0.6237842
10570,NY,0.6237842
10573,NY,0.6237842
10576,NY,0.5483741
10577,NY,0.6237842
10578,NY,0.5483741
10579,NY,0.5483741
10580,NY,0.6237842
10583,NY,0.6237842
10587,NY,0.5483741
10588,NY,0.6237842
10589,NY,0.5483741
10590,NY,0.5483741
10591,NY,0.6237842
10594,NY,0.6237842
10595,NY,0.6237842
10596,NY,0.6237842
10597,NY,0.5483741
10598,NY,0.6237842
10601,NY,0.6237842
10602,NY,0.6237842
10603,NY,0.6237842
10604,NY,0.6237842
10605,NY,0.6237842
10606,NY,0.6237842
10607,NY,0.6237842
10610,NY,0.6237842
10701,NY,0.6237842
10702,NY,0.6237842
10703,NY,0.6237842
10704,NY,0.6237842
10705,NY,0.6237842
10706,NY,0.6237842
10707,NY,0.6237842
10708,NY,0.6237842
10709,NY,0.6237842
10710,NY,0.6237842
10801,NY,0.6237842
10802,NY,0.6237842
10803,NY,0.6237842
10804,NY,0.6237842
10805,NY,0.6237842
10901,NY,0.5483741
10910,NY,0.5483741
10911,NY,0.5483741
10912,NY,0.5483741
10913,NY,0.5483741
10914,NY,0.5483741
10915,NY,0.5483741
10916,NY,0.5483741
10917,NY,0.5483741
10918,NY,0.5483741
10919,NY,0.5483741
10920,NY,0.5483741
10921,NY,0.5483741
10922,NY,0.5483741
10923,NY,0.5483741
10924,NY,0.5483741
10925,NY,0.5483741
10926,NY,0.5483741
10927,NY,0.5483741
10928,NY,0.5483741
10930,NY,0.5483741
10931,NY,0.5483741
10932,NY,0.5483741
10933,NY,0.5483741
10940,NY,0.5483741
10941,NY,0.5483741
10949,NY,0.5483741
10950,NY,0.5483741
10952,NY,0.5483741
10953,NY,0.5483741
10954,NY,0.5483741
10956,NY,0.5483741
10958,NY,0.5483741
10959,NY,0.5483741
10960,NY,0.5483741
10962,NY,0.5483741
10963,NY,0.5483741
10964,NY,0.5483741
10965,NY,0.5483741
10968,NY,0.5483741
10969,NY,0.5483741
10970,NY,0.5483741
10973,NY,0.5483741
10974,NY,0.5483741
10975,NY,0.5483741
10976,NY,0.5483741
10977,NY,0.5483741
10979,NY,0.5483741
10980,NY,0.5483741
10981,NY,0.5483741
10982,NY,0.5483741
10983,NY,0.5483741
10984,NY,0.5483741
10985,NY,0.5483741
10986,NY,0.5483741
10987,NY,0.5483741
10988,NY,0.5483741
10989,NY,0.5483741
10990,NY,0.5483741
10992,NY,0.5483741
10993,NY,0.5483741
10994,NY,0.5483741
10996,NY,0.5483741
10997,NY,0.5483741
10998,NY,0.5483741
11001,NY,1.3410096
11002,NY,1.3410096
11003,NY,1.3410096
11004,NY,0.6237842
11005,NY,0.6237842
11010,NY,1.3410096
11020,NY,1.3410096
11021,NY,1.3410096
11022,NY,1.3410096
11023,NY,1.3410096
11024,NY,1.3410096
11026,NY,1.3410096
11027,NY,1.3410096
11030,NY,1.3410096
11040,NY,1.3410096
11042,NY,1.3410096
11050,NY,1.3410096
11051,NY,1.3410096
11052,NY,1.3410096
11053,NY,1.3410096
11054,NY,1.3410096
11055,NY,1.3410096
11096,NY,1.3410096
11101,NY,0.6237842
11102,NY,0.6237842
11103,NY,0.6237842
11104,NY,0.6237842
11105,NY,0.6237842
11106,NY,0.6237842
11109,NY,0.6237842
11120,NY,0.6237842
11201,NY,0.6237842
11202,NY,0.6237842
11203,NY,0.6237842
11204,NY,0.6237842
11205,NY,0.6237842
11206,NY,0.6237842
11207,NY,0.6237842
11208,NY,0.6237842
11209,NY,0.6237842
11210,NY,0.6237842
11211,NY,0.6237842
11212,NY,0.6237842
11213,NY,0.6237842
11214,NY,0.6237842
11215,NY,0.6237842
11216,NY,0.6237842
11217,NY,0.6237842
11218,NY,0.6237842
11219,NY,0.6237842
11220,NY,0.6237842
11221,NY,0.6237842
11222,NY,0.6237842
11223,NY,0.6237842
11224,NY,0.6237842
11225,NY,0.6237842
11226,NY,0.6237842
11228,NY,0.6237842
11229,NY,0.6237842
11230,NY,0.6237842
11231,NY,0.6237842
11232,NY,0.6237842
11233,NY,0.6237842
11234,NY,0.6237842
11235,NY,0.6237842
11236,NY,0.6237842
11237,NY,0.6237842
11238,NY,0.6237842
11239,NY,0.6237842
11241,NY,0.6237842
11242,NY,0.6237842
11243,NY,0.6237842
11245,NY,0.6237842
11247,NY,0.6237842
11249,NY,0.6237842
11251,NY,0.6237842
11252,NY,0.6237842
11256,NY,0.6237842
11351,NY,0.6237842
11352,NY,0.6237842
11354,NY,0.6237842
11355,NY,0.6237842
11356,NY,0.6237842
11357,NY,0.6237842
11358,NY,0.6237842
11359,NY,0.6237842
11360,NY,0.6237842
11361,NY,0.6237842
11362,NY,0.6237842
11363,NY,0.6237842
11364,NY,0.6237842
11365,NY,0.6237842
11366,NY,0.6237842
11367,NY,0.6237842
11368,NY,0.6237842
11369,NY,0.6237842
11370,NY,0.6237842
11371,NY,0.6237842
11372,NY,0.6237842
11373,NY,0.6237842
11374,NY,0.6237842
11375,NY,0.6237842
11377,NY,0.6237842
11378,NY,0.6237842
11379,NY,0.6237842
11380,NY,0.6237842
11381,NY,0.6237842
11385,NY,0.6237842
11386,NY,0.6237842
11390,NY,0.6237842
11405,NY,0.6237842
11411,NY,0.6237842
11412,NY,0.6237842
11413,NY,0.6237842
11414,NY,0.6237842
11415,NY,0.6237842
11416,NY,0.6237842
11417,NY,0.6237842
11418,NY,0.6237842
11419,NY,0.6237842
11420,NY,0.6237842
11421,NY,0.6237842
11422,NY,0.6237842
11423,NY,0.6237842
11424,NY,0.6237842
11425,NY,0.6237842
11426,NY,0.6237842
11427,NY,0.6237842
11428,NY,0.6237842
11429,NY,0.6237842
11430,NY,0.6237842
11431,NY,0.6237842
11432,NY,0.6237842
11433,NY,0.6237842
11434,NY,0.6237842
11435,NY,0.6237842
11436,NY,0.6237842
11439,NY,0.6237842
11451,NY,0.6237842
11499,NY,0.6237842
11501,NY,1.3410096
11507,NY,1.3410096
11509,NY,1.3410096
11510,NY,1.3410096
11514,NY,1.3410096
11516,NY,1.3410096
11518,NY,1.3410096
11520,NY,1.3410096
11530,NY,1.3410096
11531,NY,1.3410096
11535,NY,1.3410096
11542,NY,1.3410096
11545,NY,1.3410096
11547,NY,1.3410096
11548,NY,1.3410096
11549,NY,1.3410096
11550,NY,1.3410096
11551,NY,1.3410096
11552,NY,1.3410096
11553,NY,1.3410096
11554,NY,1.3410096
11555,NY,1.3410096
11556,NY,1.3410096
11557,NY,1.3410096
11558,NY,1.3410096
11559,NY,1.3410096
11560,NY,1.3410096
11561,NY,1.3410096
11563,NY,1.3410096
11565,NY,1.3410096
11566,NY,1.3410096
11568,NY,1.3410096
11569,NY,1.3410096
11570,NY,1.3410096
11571,NY,1.3410096
11572,NY,1.3410096
11575,NY,1.3410096
11576,NY,1.3410096
11577,NY,1.3410096
11579,NY,1.3410096
11580,NY,1.3410096
11581,NY,1.3410096
11582,NY,1.3410096
11590,NY,1.3410096
11596,NY,1.3410096
11598,NY,1.3410096
11599,NY,1.3410096
11690,NY,0.6237842
11691,NY,0.6237842
11692,NY,0.6237842
11693,NY,0.6237842
11694,NY,0.6237842
11695,NY,0.6237842
11697,NY,0.6237842
11701,NY,1.3410096
11702,NY,1.3410096
11703,NY,1.3410096
11704,NY,1.3410096
11705,NY,1.3410096
11706,NY,1.3410096
11707,NY,1.3410096
11709,NY,1.3410096
11710,NY,1.3410096
11713,NY,1.3410096
11714,NY,1.3410096
11715,NY,1.3410096
11716,NY,1.3410096
11717,NY,1.3410096
11718,NY,1.3410096
11719,NY,1.3410096
11720,NY,1.3410096
11721,NY,1.3410096
11722,NY,1.3410096
11724,NY,1.3410096
11725,NY,1.3410096
11726,NY,1.3410096
11727,NY,1.3410096
11729,NY,1.3410096
11730,NY,1.3410096
11731,NY,1.3410096
11732,NY,1.3410096
11733,NY,1.3410096
11735,NY,1.3410096
11736,NY,1.3410096
11737,NY,1.3410096
11738,NY,1.3410096
11739,NY,1.3410096
11740,NY,1.3410096
11741,NY,1.3410096
11742,NY,1.3410096
11743,NY,1.3410096
11746,NY,1.3410096
11747,NY,1.3410096
11749,NY,1.3410096
11751,NY,1.3410096
11752,NY,1.3410096
11753,NY,1.3410096
11754,NY,1.3410096
11755,NY,1.3410096
11756,NY,1.3410096
11757,NY,1.3410096
11758,NY,1.3410096
11760,NY,1.3410096
11762,NY,1.3410096
11763,NY,1.3410096
11764,NY,1.3410096
11765,NY,1.3410096
11766,NY,1.3410096
11767,NY,1.3410096
11768,NY,1.3410096
11769,NY,1.3410096
11770,NY,1.3410096
11771,NY,1.3410096
11772,NY,1.3410096
11773,NY,1.3410096
11774,NY,1.3410096
11775,NY,1.3410096
11776,NY,1.3410096
11777,NY,1.3410096
11778,NY,1.3410096
11779,NY,1.3410096
11780,NY,1.3410096
11782,NY,1.3410096
11783,NY,1.3410096
11784,NY,1.3410096
11786,NY,1.3410096
11787,NY,1.3410096
11788,NY,1.3410096
11789,NY,1.3410096
11790,NY,1.3410096
11791,NY,1.3410096
11792,NY,1.3410096
11793,NY,1.3410096
11794,NY,1.3410096
11795,NY,1.3410096
11796,NY,1.3410096
11797,NY,1.3410096
11798,NY,1.3410096
11801,NY,1.3410096
11802,NY,1.3410096
11803,NY,1.3410096
11804,NY,1.3410096
11815,NY,1.3410096
11819,NY,1.3410096
11853,NY,1.3410096
11854,NY,1.3410096
11901,NY,1.3410096
11930,NY,1.3410096
11931,NY,1.3410096
11932,NY,1.3410096
11933,NY,1.3410096
11934,NY,1.3410096
11935,NY,1.3410096
11937,NY,1.3410096
11939,NY,1.3410096
11940,NY,1.3410096
11941,NY,1.3410096
11942,NY,1.3410096
11944,NY,1.3410096
11946,NY,1.3410096
11947,NY,1.3410096
11948,NY,1.3410096
11949,NY,1.3410096
11950,NY,1.3410096
11951,NY,1.3410096
11952,NY,1.3410096
11953,NY,1.3410096
11954,NY,1.3410096
11955,NY,1.3410096
11956,NY,1.3410096
11957,NY,1.3410096
11958,NY,1.3410096
11959,NY,1.3410096
11960,NY,1.3410096
11961,NY,1.3410096
11962,NY,1.3410096
11963,NY,1.3410096
11964,NY,1.3410096
11965,NY,1.3410096
11967,NY,1.3410096
11968,NY,1.3410096
11969,NY,1.3410096
11970,NY,1.3410096
11971,NY,1.3410096
11972,NY,1.3410096
11973,NY,1.3410096
11975,NY,1.3410096
11976,NY,1.3410096
11977,NY,1.3410096
11978,NY,1.3410096
11980,NY,1.3410096
12007,NY,0.5483741
12008,NY,0.5483741
12009,NY,0.5483741
12010,NY,0.5483741
12015,NY,0.5483741
12016,NY,0.5483741
12017,NY,0.5483741
12018,NY,0.5483741
12019,NY,0.5483741
12020,NY,0.5483741
12022,NY,0.5483741
12023,NY,0.5483741
12024,NY,0.5483741
12025,NY,0.5483741
12027,NY,0.5483741
12028,NY,0.5483741
12029,NY,0.5483741
12031,NY,0.5483741
12032,NY,0.5483741
12033,NY,0.5483741
12035,NY,0.5483741
12036,NY,0.5483741
12037,NY,0.5483741
12040,NY,0.5483741
12041,NY,0.5483741
12042,NY,0.5483741
12043,NY,0.5483741
12045,NY,0.5483741
12046,NY,0.5483741
12047,NY,0.5483741
12050,NY,0.5483741
12051,NY,0.5483741
12052,NY,0.5483741
12053,NY,0.5483741
12054,NY,0.5483741
12055,NY,0.5483741
12056,NY,0.5483741
12057,NY,0.5483741
12058,NY,0.5483741
12059,NY,0.5483741
12060,NY,0.5483741
12061,NY,0.5483741
12062,NY,0.5483741
12063,NY,0.5483741
12064,NY,0.5483741
12065,NY,0.5483741
12066,NY,0.5483741
12067,NY,0.5483741
12068,NY,0.5483741
12069,NY,0.5483741
12070,NY,0.5483741
12071,NY,0.5483741
12072,NY,0.5483741
12073,NY,0.5483741
12074,NY,0.5483741
12075,NY,0.5483741
12076,NY,0.5483741
12077,NY,0.5483741
12078,NY,0.5483741
12082,NY,0.5483741
12083,NY,0.5483741
12084,NY,0.5483741
12085,NY,0.5483741
12086,NY,0.5483741
12087,NY,0.5483741
12089,NY,0.5483741
12090,NY,0.5483741
12092,NY,0.5483741
12093,NY,0.5483741
12094,NY,0.5483741
12095,NY,0.5483741
12106,NY,0.5483741
12107,NY,0.5483741
12108,NY,0.5483741
12110,NY,0.5483741
12115,NY,0.5483741
12116,NY,0.5483741
12117,NY,0.5483741
12118,NY,0.5483741
12120,NY,0.5483741
12121,NY,0.5483741
12122,NY,0.5483741
12123,NY,0.5483741
12124,NY,0.5483741
12125,NY,0.5483741
12128,NY,0.5483741
12130,NY,0.5483741
12131,NY,0.5483741
12132,NY,0.5483741
12133,NY,0.5483741
12134,NY,0.5483741
12136,NY,0.5483741
12137,NY,0.5483741
12138,NY,0.5483741
12139,NY,0.5483741
12140,NY,0.5483741
12141,NY,0.5483741
12143,NY,0.5483741
12144,NY,0.5483741
12147,NY,0.5483741
12148,NY,0.5483741
12149,NY,0.5483741
12150,NY,0.5483741
12151,NY,0.5483741
12153,NY,0.5483741
12154,NY,0.5483741
12155,NY,0.5483741
12156,NY,0.5483741
12157,NY,0.5483741
12158,NY,0.5483741
12159,NY,0.5483741
12160,NY,0.5483741
12161,NY,0.5483741
12164,NY,0.5483741
12165,NY,0.5483741
12166,NY,0.5483741
12167,NY,0.5483741
12168,NY,0.5483741
12169,NY,0.5483741
12170,NY,0.5483741
12172,NY,0.5483741
12173,NY,0.5483741
12174,NY,0.5483741
12175,NY,0.5483741
12176,NY,0.5483741
12177,NY,0.5483741
12180,NY,0.5483741
12181,NY,0.5483741
12182,NY,0.5483741
12183,NY,0.5483741
12184,NY,0.5483741
12185,NY,0.5483741
12186,NY,0.5483741
12187,NY,0.5483741
12188,NY,0.5483741
12189,NY,0.5483741
12190,NY,0.5483741
12192,NY,0.5483741
12193,NY,0.5483741
12194,NY,0.5483741
12195,NY,0.5483741
12196,NY,0.5483741
12197,NY,0.5483741
12198,NY,0.5483741
12201,NY,0.5483741
12202,NY,0.5483741
12203,NY,0.5483741
12204,NY,0.5483741
12205,NY,0.5483741
12206,NY,0.5483741
12207,NY,0.5483741
12208,NY,0.5483741
12209,NY,0.5483741
12210,NY,0.5483741
12211,NY,0.5483741
12212,NY,0.5483741
12214,NY,0.5483741
12220,NY,0.5483741
12222,NY,0.5483741
12223,NY,0.5483741
12224,NY,0.5483741
12225,NY,0.5483741
12226,NY,0.5483741
12227,NY,0.5483741
12228,NY,0.5483741
12229,NY,0.5483741
12230,NY,0.5483741
12231,NY,0.5483741
12232,NY,0.5483741
12233,NY,0.5483741
12234,NY,0.5483741
12235,NY,0.5483741
12236,NY,0.5483741
12237,NY,0.5483741
12238,NY,0.5483741
12239,NY,0.5483741
12240,NY,0.5483741
12241,NY,0.5483741
12242,NY,0.5483741
12243,NY,0.5483741
12244,NY,0.5483741
12245,NY,0.5483741
12246,NY,0.5483741
12247,NY,0.5483741
12248,NY,0.5483741
12249,NY,0.5483741
12250,NY,0.5483741
12252,NY,0.5483741
12255,NY,0.5483741
12256,NY,0.5483741
12257,NY,0.5483741
12260,NY,0.5483741
12261,NY,0.5483741
12288,NY,0.5483741
12301,NY,0.5483741
12302,NY,0.5483741
12303,NY,0.5483741
12304,NY,0.5483741
12305,NY,0.5483741
12306,NY,0.5483741
12307,NY,0.5483741
12308,NY,0.5483741
12309,NY,0.5483741
12325,NY,0.5483741
12345,NY,0.5483741
12401,NY,0.5483741
12402,NY,0.5483741
12404,NY,0.5483741
12405,NY,0.5483741
12406,NY,0.5483741
12407,NY,0.5483741
12409,NY,0.5483741
12410,NY,0.5483741
12411,NY,0.5483741
12412,NY,0.5483741
12413,NY,0.5483741
12414,NY,0.5483741
12416,NY,0.5483741
12417,NY,0.5483741
12418,NY,0.5483741
12419,NY,0.5483741
12420,NY,0.5483741
12421,NY,0.5483741
12422,NY,0.5483741
12423,NY,0.5483741
12424,NY,0.5483741
12427,NY,0.5483741
12428,NY,0.5483741
12429,NY,0.5483741
12430,NY,0.5483741
12431,NY,0.5483741
12432,NY,0.5483741
12433,NY,0.5483741
12434,NY,0.5483741
12435,NY,0.5483741
12436,NY,0.5483741
12438,NY,0.5483741
12439,NY,0.5483741
12440,NY,0.5483741
12441,NY,0.5483741
12442,NY,0.5483741
12443,NY,0.5483741
12444,NY,0.5483741
12446,NY,0.5483741
12448,NY,0.5483741
12449,NY,0.5483741
12450,NY,0.5483741
12451,NY,0.5483741
12452,NY,0.5483741
12453,NY,0.5483741
12454,NY,0.5483741
12455,NY,0.5483741
12456,NY,0.5483741
12457,NY,0.5483741
12458,NY,0.5483741
12459,NY,0.5483741
12460,NY,0.5483741
12461,NY,0.5483741
12463,NY,0.5483741
12464,NY,0.5483741
12465,NY,0.5483741
12466,NY,0.5483741
12468,NY,0.5483741
12469,NY,0.5483741
12470,NY,0.5483741
12471,NY,0.5483741
12472,NY,0.5483741
12473,NY,0.5483741
12474,NY,0.5483741
12475,NY,0.5483741
12477,NY,0.5483741
12480,NY,0.5483741
12481,NY,0.5483741
12482,NY,0.5483741
12483,NY,0.5483741
12484,NY,0.5483741
12485,NY,0.5483741
12486,NY,0.5483741
