Zip,state,Subregion annual CO2e output emission rate (lb/kWh)
55128,MN,1.5451098
55129,MN,1.5451098
55130,MN,1.5451098
55133,MN,1.5451098
55144,MN,1.5451098
55145,MN,1.5451098
55146,MN,1.5451098
55150,MN,1.5451098
55155,MN,1.5451098
55164,MN,1.5451098
55165,MN,1.5451098
55166,MN,1.5451098
55168,MN,1.5451098
55170,MN,1.5451098
55171,MN,1.5451098
55172,MN,1.5451098
55175,MN,1.5451098
55187,MN,1.5451098
55188,MN,1.5451098
55301,MN,1.5451098
55302,MN,1.5451098
55303,MN,1.5451098
55304,MN,1.5451098
55305,MN,1.5451098
55306,MN,1.5451098
55307,MN,1.5451098
55308,MN,1.5451098
55309,MN,1.5451098
55310,MN,1.5451098
55311,MN,1.5451098
55312,MN,1.5451098
55313,MN,1.5451098
55314,MN,1.5451098
55315,MN,1.5451098
55316,MN,1.5451098
55317,MN,1.5451098
55318,MN,1.5451098
55319,MN,1.5451098
55320,MN,1.5451098
55321,MN,1.5451098
55322,MN,1.5451098
55323,MN,1.5451098
55324,MN,1.5451098
55325,MN,1.5451098
55327,MN,1.5451098
55328,MN,1.5451098
55329,MN,1.5451098
55330,MN,1.5451098
55331,MN,1.5451098
55332,MN,1.5451098
55333,MN,1.5451098
55334,MN,1.5451098
55335,MN,1.5451098
55336,MN,1.5451098
55337,MN,1.5451098
55338,MN,1.5451098
55339,MN,1.5451098
55340,MN,1.5451098
55341,MN,1.5451098
55342,MN,1.5451098
55343,MN,1.5451098
55344,MN,1.5451098
55345,MN,1.5451098
55346,MN,1.5451098
55347,MN,1.5451098
55348,MN,1.5451098
55349,MN,1.5451098
55350,MN,1.5451098
55352,MN,1.5451098
55353,MN,1.5451098
55354,MN,1.5451098
55355,MN,1.5451098
55356,MN,1.5451098
55357,MN,1.5451098
55358,MN,1.5451098
55359,MN,1.5451098
55360,MN,1.5451098
55361,MN,1.5451098
55362,MN,1.5451098
55363,MN,1.5451098
55364,MN,1.5451098
55365,MN,1.5451098
55366,MN,1.5451098
55367,MN,1.5451098
55368,MN,1.5451098
55369,MN,1.5451098
55370,MN,1.5451098
55371,MN,1.5451098
55372,MN,1.5451098
55373,MN,1.5451098
55374,MN,1.5451098
55375,MN,1.5451098
55376,MN,1.5451098
55377,MN,1.5451098
55378,MN,1.5451098
55379,MN,1.5451098
55380,MN,1.5451098
55381,MN,1.5451098
55382,MN,1.5451098
55383,MN,1.5451098
55384,MN,1.5451098
55385,MN,1.5451098
55386,MN,1.5451098
55387,MN,1.5451098
55388,MN,1.5451098
55389,MN,1.5451098
55390,MN,1.5451098
55391,MN,1.5451098
55392,MN,1.5451098
55393,MN,1.5451098
55394,MN,1.5451098
55395,MN,1.5451098
55396,MN,1.5451098
55397,MN,1.5451098
55398,MN,1.5451098
55399,MN,1.5451098
55401,MN,1.5451098
55402,MN,1.5451098
55403,MN,1.5451098
55404,MN,1.5451098
55405,MN,1.5451098
55406,MN,1.5451098
55407,MN,1.5451098
55408,MN,1.5451098
55409,MN,1.5451098
55410,MN,1.5451098
55411,MN,1.5451098
55412,MN,1.5451098
55413,MN,1.5451098
55414,MN,1.5451098
55415,MN,1.5451098
55416,MN,1.5451098
55417,MN,1.5451098
55418,MN,1.5451098
55419,MN,1.5451098
55420,MN,1.5451098
55421,MN,1.5451098
55422,MN,1.5451098
55423,MN,1.5451098
55424,MN,1.5451098
55425,MN,1.5451098
55426,MN,1.5451098
55427,MN,1.5451098
55428,MN,1.5451098
55429,MN,1.5451098
55430,MN,1.5451098
55431,MN,1.5451098
55432,MN,1.5451098
55433,MN,1.5451098
55434,MN,1.5451098
55435,MN,1.5451098
55436,MN,1.5451098
55437,MN,1.5451098
55438,MN,1.5451098
55439,MN,1.5451098
55440,MN,1.5451098
55441,MN,1.5451098
55442,MN,1.5451098
55443,MN,1.5451098
55444,MN,1.5451098
55445,MN,1.5451098
55446,MN,1.5451098
55447,MN,1.5451098
55448,MN,1.5451098
55449,MN,1.5451098
55450,MN,1.5451098
55454,MN,1.5451098
55455,MN,1.5451098
55458,MN,1.5451098
55459,MN,1.5451098
55460,MN,1.5451098
55467,MN,1.5451098
55470,MN,1.5451098
55472,MN,1.5451098
55473,MN,1.5451098
55474,MN,1.5451098
55478,MN,1.5451098
55479,MN,1.5451098
55480,MN,1.5451098
55483,MN,1.5451098
55484,MN,1.5451098
55485,MN,1.5451098
55486,MN,1.5451098
55487,MN,1.5451098
55488,MN,1.5451098
55550,MN,1.5451098
55551,MN,1.5451098
55552,MN,1.5451098
55553,MN,1.5451098
55554,MN,1.5451098
55555,MN,1.5451098
55556,MN,1.5451098
55557,MN,1.5451098
55558,MN,1.5451098
55559,MN,1.5451098
55560,MN,1.5451098
55561,MN,1.5451098
55562,MN,1.5451098
55563,MN,1.5451098
55564,MN,1.5451098
55565,MN,1.5451098
55566,MN,1.5451098
55567,MN,1.5451098
55568,MN,1.5451098
55569,MN,1.5451098
55570,MN,1.5451098
55571,MN,1.5451098
55572,MN,1.5451098
55573,MN,1.5451098
55574,MN,1.5451098
55575,MN,1.5451098
55576,MN,1.5451098
55577,MN,1.5451098
55578,MN,1.5451098
55579,MN,1.5451098
55580,MN,1.5451098
55581,MN,1.5451098
55582,MN,1.5451098
55583,MN,1.5451098
55584,MN,1.5451098
55585,MN,1.5451098
55586,MN,1.5451098
55587,MN,1.5451098
55588,MN,1.5451098
55589,MN,1.5451098
55590,MN,1.5451098
55591,MN,1.5451098
55592,MN,1.5451098
55593,MN,1.5451098
55594,MN,1.5451098
55595,MN,1.5451098
55596,MN,1.5451098
55597,MN,1.5451098
55598,MN,1.5451098
55599,MN,1.5451098
55601,MN,1.5451098
55602,MN,1.5451098
55603,MN,1.5451098
55604,MN,1.5451098
55605,MN,1.5451098
55606,MN,1.5451098
55607,MN,1.5451098
55609,MN,1.5451098
55612,MN,1.5451098
55613,MN,1.5451098
55614,MN,1.5451098
55615,MN,1.5451098
55616,MN,1.5451098
55701,MN,1.5451098
55702,MN,1.5451098
55703,MN,1.5451098
55704,MN,1.5451098
55705,MN,1.5451098
55706,MN,1.5451098
55707,MN,1.5451098
55708,MN,1.5451098
55709,MN,1.5451098
55710,MN,1.5451098
55711,MN,1.5451098
55712,MN,1.5451098
55713,MN,1.5451098
55716,MN,1.5451098
55717,MN,1.5451098
55718,MN,1.5451098
55719,MN,1.5451098
55720,MN,1.5451098
55721,MN,1.5451098
55722,MN,1.5451098
55723,MN,1.5451098
55724,MN,1.5451098
55725,MN,1.5451098
55726,MN,1.5451098
55730,MN,1.5451098
55731,MN,1.5451098
55732,MN,1.5451098
55733,MN,1.5451098
55734,MN,1.5451098
55735,MN,1.5451098
55736,MN,1.5451098
55738,MN,1.5451098
55741,MN,1.5451098
55742,MN,1.5451098
55744,MN,1.5451098
55745,MN,1.5451098
55746,MN,1.5451098
55747,MN,1.5451098
55748,MN,1.5451098
55749,MN,1.5451098
55750,MN,1.5451098
55751,MN,1.5451098
55752,MN,1.5451098
55753,MN,1.5451098
55756,MN,1.5451098
55757,MN,1.5451098
55758,MN,1.5451098
55760,MN,1.5451098
55763,MN,1.5451098
55764,MN,1.5451098
55765,MN,1.5451098
55766,MN,1.5451098
55767,MN,1.5451098
55768,MN,1.5451098
55769,MN,1.5451098
55771,MN,1.5451098
55772,MN,1.5451098
55775,MN,1.5451098
55777,MN,1.5451098
55779,MN,1.5451098
55780,MN,1.5451098
55781,MN,1.5451098
55782,MN,1.5451098
55783,MN,1.5451098
55784,MN,1.5451098
55785,MN,1.5451098
55786,MN,1.5451098
55787,MN,1.5451098
55790,MN,1.5451098
55791,MN,1.5451098
55792,MN,1.5451098
55793,MN,1.5451098
55795,MN,1.5451098
55796,MN,1.5451098
55797,MN,1.5451098
55798,MN,1.5451098
55801,MN,1.5451098
55802,MN,1.5451098
55803,MN,1.5451098
55804,MN,1.5451098
55805,MN,1.5451098
55806,MN,1.5451098
55807,MN,1.5451098
55808,MN,1.5451098
55810,MN,1.5451098
55811,MN,1.5451098
55812,MN,1.5451098
55814,MN,1.5451098
55815,MN,1.5451098
55816,MN,1.5451098
55901,MN,1.5451098
55902,MN,1.5451098
55903,MN,1.5451098
55904,MN,1.5451098
55905,MN,1.5451098
55906,MN,1.5451098
55909,MN,1.5451098
55910,MN,1.5451098
55912,MN,1.5451098
55917,MN,1.5451098
55918,MN,1.5451098
55919,MN,1.5451098
55920,MN,1.5451098
55921,MN,1.5451098
55922,MN,1.5451098
55923,MN,1.5451098
55924,MN,1.5451098
55925,MN,1.5451098
55926,MN,1.5451098
55927,MN,1.5451098
55929,MN,1.5451098
55931,MN,1.5451098
55932,MN,1.5451098
55933,MN,1.5451098
55934,MN,1.5451098
55935,MN,1.5451098
55936,MN,1.5451098
55939,MN,1.5451098
55940,MN,1.5451098
55941,MN,1.5451098
55942,MN,1.5451098
55943,MN,1.5451098
55944,MN,1.5451098
55945,MN,1.5451098
55946,MN,1.5451098
55947,MN,1.5451098
55949,MN,1.5451098
55950,MN,1.5451098
55951,MN,1.5451098
55952,MN,1.5451098
55953,MN,1.5451098
55954,MN,1.5451098
55955,MN,1.5451098
55956,MN,1.5451098
55957,MN,1.5451098
55959,MN,1.5451098
55960,MN,1.5451098
55961,MN,1.5451098
55962,MN,1.5451098
55963,MN,1.5451098
55964,MN,1.5451098
55965,MN,1.5451098
55967,MN,1.5451098
55968,MN,1.5451098
55969,MN,1.5451098
55970,MN,1.5451098
55971,MN,1.5451098
55972,MN,1.5451098
55973,MN,1.5451098
55974,MN,1.5451098
55975,MN,1.5451098
55976,MN,1.5451098
55977,MN,1.5451098
55979,MN,1.5451098
55981,MN,1.5451098
55982,MN,1.5451098
55983,MN,1.5451098
55985,MN,1.5451098
55987,MN,1.5451098
55988,MN,1.5451098
55990,MN,1.5451098
55991,MN,1.5451098
55992,MN,1.5451098
56001,MN,1.5451098
56002,MN,1.5451098
56003,MN,1.5451098
56006,MN,1.5451098
56007,MN,1.5451098
56009,MN,1.5451098
56010,MN,1.5451098
56011,MN,1.5451098
56013,MN,1.5451098
56014,MN,1.5451098
56016,MN,1.5451098
56017,MN,1.5451098
56019,MN,1.5451098
56020,MN,1.5451098
56021,MN,1.5451098
56022,MN,1.5451098
56023,MN,1.5451098
56024,MN,1.5451098
56025,MN,1.5451098
56026,MN,1.5451098
56027,MN,1.5451098
56028,MN,1.5451098
56029,MN,1.5451098
56030,MN,1.5451098
56031,MN,1.5451098
56032,MN,1.5451098
56033,MN,1.5451098
56034,MN,1.5451098
56035,MN,1.5451098
56036,MN,1.5451098
56037,MN,1.5451098
56039,MN,1.5451098
56041,MN,1.5451098
56042,MN,1.5451098
56043,MN,1.5451098
56044,MN,1.5451098
56045,MN,1.5451098
56046,MN,1.5451098
56047,MN,1.5451098
56048,MN,1.5451098
56050,MN,1.5451098
56051,MN,1.5451098
56052,MN,1.5451098
56054,MN,1.5451098
56055,MN,1.5451098
56056,MN,1.5451098
56057,MN,1.5451098
56058,MN,1.5451098
56060,MN,1.5451098
56062,MN,1.5451098
56063,MN,1.5451098
56065,MN,1.5451098
56068,MN,1.5451098
56069,MN,1.5451098
56071,MN,1.5451098
56072,MN,1.5451098
56073,MN,1.5451098
56074,MN,1.5451098
56075,MN,1.5451098
56078,MN,1.5451098
56080,MN,1.5451098
56081,MN,1.5451098
56082,MN,1.5451098
56083,MN,1.5451098
56084,MN,1.5451098
56085,MN,1.5451098
56087,MN,1.5451098
56088,MN,1.5451098
56089,MN,1.5451098
56090,MN,1.5451098
56091,MN,1.5451098
56093,MN,1.5451098
56096,MN,1.5451098
56097,MN,1.5451098
56098,MN,1.5451098
56101,MN,1.5451098
56110,MN,1.5451098
56111,MN,1.5451098
56113,MN,1.5451098
56114,MN,1.5451098
56115,MN,1.5451098
56116,MN,1.5451098
56117,MN,1.5451098
56118,MN,1.5451098
56119,MN,1.5451098
56120,MN,1.5451098
56121,MN,1.5451098
56122,MN,1.5451098
56123,MN,1.5451098
56125,MN,1.5451098
56127,MN,1.5451098
56128,MN,1.5451098
56129,MN,1.5451098
56131,MN,1.5451098
56132,MN,1.5451098
56134,MN,1.5451098
56136,MN,1.5451098
56137,MN,1.5451098
56138,MN,1.5451098
56139,MN,1.5451098
56140,MN,1.5451098
56141,MN,1.5451098
56142,MN,1.5451098
56143,MN,1.5451098
56144,MN,1.5451098
56145,MN,1.5451098
56146,MN,1.5451098
56147,MN,1.5451098
56149,MN,1.5451098
56150,MN,1.5451098
56151,MN,1.5451098
56152,MN,1.5451098
56153,MN,1.5451098
56155,MN,1.5451098
56156,MN,1.5451098
56157,MN,1.5451098
56158,MN,1.5451098
56159,MN,1.5451098
56160,MN,1.5451098
56161,MN,1.5451098
56162,MN,1.5451098
56164,MN,1.5451098
56165,MN,1.5451098
56166,MN,1.5451098
56167,MN,1.5451098
56168,MN,1.5451098
56169,MN,1.5451098
56170,MN,1.5451098
56171,MN,1.5451098
56172,MN,1.5451098
56173,MN,1.5451098
56174,MN,1.5451098
56175,MN,1.5451098
56176,MN,1.5451098
56177,MN,1.5451098
56178,MN,1.5451098
56180,MN,1.5451098
56181,MN,1.5451098
56183,MN,1.5451098
56185,MN,1.5451098
56186,MN,1.5451098
56187,MN,1.5451098
56201,MN,1.5451098
56207,MN,1.5451098
56208,MN,1.5451098
56209,MN,1.5451098
56210,MN,1.5451098
56211,MN,1.5451098
56212,MN,1.5451098
56214,MN,1.5451098
56215,MN,1.5451098
56216,MN,1.5451098
56218,MN,1.5451098
56219,MN,1.5451098
56220,MN,1.5451098
56221,MN,1.5451098
56222,MN,1.5451098
56223,MN,1.5451098
56224,MN,1.5451098
56225,MN,1.5451098
56226,MN,1.5451098
56227,MN,1.5451098
56228,MN,1.5451098
56229,MN,1.5451098
56230,MN,1.5451098
56231,MN,1.5451098
56232,MN,1.5451098
56235,MN,1.5451098
56236,MN,1.5451098
56237,MN,1.5451098
56239,MN,1.5451098
56240,MN,1.5451098
56241,MN,1.5451098
56243,MN,1.5451098
56244,MN,1.5451098
56245,MN,1.5451098
56248,MN,1.5451098
56249,MN,1.5451098
56251,MN,1.5451098
56252,MN,1.5451098
56253,MN,1.5451098
56255,MN,1.5451098
56256,MN,1.5451098
56257,MN,1.5451098
56258,MN,1.5451098
56260,MN,1.5451098
56262,MN,1.5451098
56263,MN,1.5451098
56264,MN,1.5451098
56265,MN,1.5451098
56266,MN,1.5451098
56267,MN,1.5451098
56270,MN,1.5451098
56271,MN,1.5451098
56273,MN,1.5451098
56274,MN,1.5451098
56276,MN,1.5451098
56277,MN,1.5451098
56278,MN,1.5451098
56279,MN,1.5451098
56280,MN,1.5451098
56281,MN,1.5451098
56282,MN,1.5451098
56283,MN,1.5451098
56284,MN,1.5451098
56285,MN,1.5451098
56287,MN,1.5451098
56288,MN,1.5451098
56289,MN,1.5451098
56291,MN,1.5451098
56292,MN,1.5451098
56293,MN,1.5451098
56294,MN,1.5451098
56295,MN,1.5451098
56296,MN,1.5451098
56297,MN,1.5451098
56301,MN,1.5451098
56302,MN,1.5451098
56303,MN,1.5451098
56304,MN,1.5451098
56307,MN,1.5451098
56308,MN,1.5451098
56309,MN,1.5451098
56310,MN,1.5451098
56311,MN,1.5451098
56312,MN,1.5451098
56313,MN,1.5451098
56314,MN,1.5451098
56315,MN,1.5451098
56316,MN,1.5451098
56317,MN,1.5451098
56318,MN,1.5451098
56319,MN,1.5451098
56320,MN,1.5451098
56321,MN,1.5451098
56323,MN,1.5451098
56324,MN,1.5451098
56325,MN,1.5451098
56326,MN,1.5451098
56327,MN,1.5451098
56328,MN,1.5451098
56329,MN,1.5451098
56330,MN,1.5451098
56331,MN,1.5451098
56332,MN,1.5451098
56333,MN,1.5451098
56334,MN,1.5451098
56335,MN,1.5451098
56336,MN,1.5451098
56338,MN,1.5451098
56339,MN,1.5451098
56340,MN,1.5451098
56341,MN,1.5451098
56342,MN,1.5451098
56343,MN,1.5451098
56344,MN,1.5451098
56345,MN,1.5451098
56347,MN,1.5451098
56349,MN,1.5451098
56350,MN,1.5451098
56352,MN,1.5451098
56353,MN,1.5451098
56354,MN,1.5451098
56355,MN,1.5451098
56356,MN,1.5451098
56357,MN,1.5451098
56358,MN,1.5451098
56359,MN,1.5451098
56360,MN,1.5451098
56361,MN,1.5451098
56362,MN,1.5451098
56363,MN,1.5451098
56364,MN,1.5451098
56367,MN,1.5451098
56368,MN,1.5451098
56369,MN,1.5451098
56371,MN,1.5451098
56372,MN,1.5451098
56373,MN,1.5451098
56374,MN,1.5451098
56375,MN,1.5451098
56376,MN,1.5451098
56377,MN,1.5451098
56378,MN,1.5451098
56379,MN,1.5451098
56381,MN,1.5451098
56382,MN,1.5451098
56384,MN,1.5451098
56385,MN,1.5451098
56386,MN,1.5451098
56387,MN,1.5451098
56388,MN,1.5451098
56389,MN,1.5451098
56393,MN,1.5451098
56395,MN,1.5451098
56396,MN,1.5451098
56397,MN,1.5451098
56398,MN,1.5451098
56399,MN,1.5451098
56401,MN,1.5451098
56425,MN,1.5451098
56430,MN,1.5451098
56431,MN,1.5451098
56433,MN,1.5451098
56434,MN,1.5451098
56435,MN,1.5451098
56436,MN,1.5451098
56437,MN,1.5451098
56438,MN,1.5451098
56440,MN,1.5451098
56441,MN,1.5451098
56442,MN,1.5451098
56443,MN,1.5451098
56444,MN,1.5451098
56446,MN,1.5451098
56447,MN,1.5451098
56448,MN,1.5451098
56449,MN,1.5451098
56450,MN,1.5451098
56452,MN,1.5451098
56453,MN,1.5451098
56455,MN,1.5451098
56456,MN,1.5451098
56458,MN,1.5451098
56459,MN,1.5451098
56461,MN,1.5451098
56464,MN,1.5451098
56465,MN,1.5451098
56466,MN,1.5451098
56467,MN,1.5451098
56468,MN,1.5451098
56469,MN,1.5451098
56470,MN,1.5451098
56472,MN,1.5451098
56473,MN,1.5451098
56474,MN,1.5451098
56475,MN,1.5451098
56477,MN,1.5451098
56478,MN,1.5451098
56479,MN,1.5451098
56481,MN,1.5451098
56482,MN,1.5451098
56484,MN,1.5451098
56501,MN,1.5451098
56502,MN,1.5451098
56510,MN,1.5451098
56511,MN,1.5451098
56514,MN,1.5451098
56515,MN,1.5451098
56516,MN,1.5451098
56517,MN,1.5451098
56518,MN,1.5451098
56519,MN,1.5451098
56520,MN,1.5451098
56521,MN,1.5451098
56522,MN,1.5451098
56523,MN,1.5451098
56524,MN,1.5451098
56525,MN,1.5451098
56527,MN,1.5451098
56528,MN,1.5451098
56529,MN,1.5451098
56531,MN,1.5451098
56533,MN,1.5451098
56534,MN,1.5451098
56535,MN,1.5451098
56536,MN,1.5451098
56537,MN,1.5451098
56538,MN,1.5451098
56540,MN,1.5451098
56541,MN,1.5451098
56542,MN,1.5451098
56543,MN,1.5451098
56544,MN,1.5451098
56545,MN,1.5451098
56546,MN,1.5451098
56547,MN,1.5451098
56548,MN,1.5451098
56549,MN,1.5451098
56550,MN,1.5451098
56551,MN,1.5451098
56552,MN,1.5451098
56553,MN,1.5451098
56554,MN,1.5451098
56556,MN,1.5451098
56557,MN,1.5451098
56560,MN,1.5451098
56561,MN,1.5451098
56562,MN,1.5451098
56563,MN,1.5451098
56565,MN,1.5451098
56566,MN,1.5451098
56567,MN,1.5451098
56568,MN,1.5451098
56569,MN,1.5451098
56570,MN,1.5451098
56571,MN,1.5451098
56572,MN,1.5451098
56573,MN,1.5451098
56574,MN,1.5451098
56575,MN,1.5451098
56576,MN,1.5451098
56577,MN,1.5451098
56578,MN,1.5451098
56579,MN,1.5451098
56580,MN,1.5451098
56581,MN,1.5451098
56583,MN,1.5451098
56584,MN,1.5451098
56585,MN,1.5451098
56586,MN,1.5451098
56587,MN,1.5451098
56588,MN,1.5451098
56589,MN,1.5451098
56590,MN,1.5451098
56591,MN,1.5451098
56592,MN,1.5451098
56593,MN,1.5451098
56594,MN,1.5451098
56601,MN,1.5451098
56619,MN,1.5451098
56621,MN,1.5451098
56623,MN,1.5451098
56626,MN,1.5451098
56627,MN,1.5451098
56628,MN,1.5451098
56629,MN,1.5451098
56630,MN,1.5451098
56631,MN,1.5451098
56633,MN,1.5451098
56634,MN,1.5451098
56636,MN,1.5451098
56637,MN,1.5451098
56639,MN,1.5451098
56641,MN,1.5451098
56644,MN,1.5451098
56646,MN,1.5451098
56647,MN,1.5451098
56649,MN,1.5451098
56650,MN,1.5451098
56651,MN,1.5451098
56652,MN,1.5451098
56653,MN,1.5451098
56654,MN,1.5451098
56655,MN,1.5451098
56657,MN,1.5451098
56658,MN,1.5451098
56659,MN,1.5451098
56660,MN,1.5451098
56661,MN,1.5451098
56662,MN,1.5451098
56663,MN,1.5451098
56666,MN,1.5451098
56667,MN,1.5451098
56668,MN,1.5451098
56669,MN,1.5451098
56670,MN,1.5451098
56671,MN,1.5451098
56672,MN,1.5451098
56673,MN,1.5451098
56676,MN,1.5451098
56678,MN,1.5451098
56679,MN,1.5451098
56680,MN,1.5451098
56681,MN,1.5451098
56682,MN,1.5451098
56683,MN,1.5451098
56684,MN,1.5451098
56685,MN,1.5451098
56686,MN,1.5451098
56687,MN,1.5451098
56688,MN,1.5451098
56701,MN,1.5451098
56710,MN,1.5451098
56711,MN,1.5451098
56713,MN,1.5451098
56714,MN,1.5451098
56715,MN,1.5451098
56716,MN,1.5451098
56720,MN,1.5451098
56721,MN,1.5451098
56722,MN,1.5451098
56723,MN,1.5451098
56724,MN,1.5451098
56725,MN,1.5451098
56726,MN,1.5451098
56727,MN,1.5451098
56728,MN,1.5451098
56729,MN,1.5451098
56731,MN,1.5451098
56732,MN,1.5451098
56733,MN,1.5451098
56734,MN,1.5451098
56735,MN,1.5451098
56736,MN,1.5451098
56737,MN,1.5451098
56738,MN,1.5451098
56740,MN,1.5451098
56741,MN,1.5451098
56742,MN,1.5451098
56744,MN,1.5451098
56748,MN,1.5451098
56750,MN,1.5451098
56751,MN,1.5451098
56754,MN,1.5451098
56755,MN,1.5451098
56756,MN,1.5451098
56757,MN,1.5451098
56758,MN,1.5451098
56759,MN,1.5451098
56760,MN,1.5451098
56761,MN,1.5451098
56762,MN,1.5451098
56763,MN,1.5451098
56901,DC,1.0070369
56902,DC,1.0070369
56904,DC,1.0070369
56915,DC,1.0070369
56920,DC,1.0070369
56933,DC,1.0070369
56944,DC,1.0070369
56945,DC,1.0070369
56950,DC,1.0070369
56965,DC,1.0070369
56972,DC,1.0070369
57001,SD,1.5451098
57002,SD,1.5451098
57003,SD,1.5451098
57004,SD,1.5451098
57005,SD,1.5451098
57006,SD,1.5451098
57007,SD,1.5451098
57010,SD,1.5451098
57012,SD,1.5451098
57013,SD,1.5451098
57014,SD,1.5451098
57015,SD,1.5451098
57016,SD,1.5451098
57017,SD,1.5451098
57018,SD,1.5451098
57020,SD,1.5451098
57021,SD,1.5451098
57022,SD,1.5451098
57024,SD,1.5451098
57025,SD,1.5451098
57026,SD,1.5451098
57027,SD,1.5451098
57028,SD,1.5451098
57029,SD,1.5451098
57030,SD,1.5451098
57031,SD,1.5451098
57032,SD,1.5451098
57033,SD,1.5451098
57034,SD,1.5451098
57035,SD,1.5451098
57036,SD,1.5451098
57037,SD,1.5451098
57038,SD,1.5451098
57039,SD,1.5451098
57040,SD,1.5451098
57041,SD,1.5451098
57042,SD,1.5451098
57043,SD,1.5451098
57045,SD,1.5451098
57046,SD,1.5451098
57047,SD,1.5451098
57048,SD,1.5451098
57049,SD,1.5451098
57050,SD,1.5451098
57051,SD,1.5451098
57052,SD,1.5451098
57053,SD,1.5451098
57054,SD,1.5451098
57055,SD,1.5451098
57057,SD,1.5451098
57058,SD,1.5451098
57059,SD,1.5451098
57061,SD,1.5451098
57062,SD,1.5451098
57063,SD,1.5451098
57064,SD,1.5451098
57065,SD,1.5451098
57066,SD,1.5451098
57067,SD,1.5451098
57068,SD,1.5451098
57069,SD,1.5451098
57070,SD,1.5451098
57071,SD,1.5451098
57072,SD,1.5451098
57073,SD,1.5451098
57075,SD,1.5451098
57076,SD,1.5451098
57077,SD,1.5451098
57078,SD,1.5451098
57101,SD,1.5451098
57103,SD,1.5451098
57104,SD,1.5451098
57105,SD,1.5451098
57106,SD,1.5451098
57107,SD,1.5451098
57108,SD,1.5451098
57109,SD,1.5451098
57110,SD,1.5451098
57117,SD,1.5451098
57118,SD,1.5451098
57186,SD,1.5451098
57193,SD,1.5451098
57197,SD,1.5451098
57198,SD,1.5451098
57201,SD,1.5451098
57212,SD,1.5451098
57213,SD,1.5451098
57214,SD,1.5451098
57216,SD,1.5451098
57217,SD,1.5451098
57218,SD,1.5451098
57219,SD,1.5451098
57220,SD,1.5451098
57221,SD,1.5451098
57223,SD,1.5451098
57224,SD,1.5451098
57225,SD,1.5451098
57226,SD,1.5451098
57227,SD,1.5451098
57231,SD,1.5451098
57232,SD,1.5451098
57233,SD,1.5451098
57234,SD,1.5451098
57235,SD,1.5451098
57236,SD,1.5451098
57237,SD,1.5451098
57238,SD,1.5451098
57239,SD,1.5451098
57241,SD,1.5451098
57242,SD,1.5451098
57243,SD,1.5451098
57245,SD,1.5451098
57246,SD,1.5451098
57247,SD,1.5451098
57248,SD,1.5451098
57249,SD,1.5451098
57251,SD,1.5451098
57252,SD,1.5451098
57253,SD,1.5451098
57255,SD,1.5451098
57256,SD,1.5451098
57257,SD,1.5451098
57258,SD,1.5451098
57259,SD,1.5451098
57260,SD,1.5451098
57261,SD,1.5451098
57262,SD,1.5451098
57263,SD,1.5451098
57264,SD,1.5451098
57265,SD,1.5451098
57266,SD,1.5451098
57268,SD,1.5451098
57269,SD,1.5451098
57270,SD,1.5451098
57271,SD,1.5451098
57272,SD,1.5451098
57273,SD,1.5451098
57274,SD,1.5451098
57276,SD,1.5451098
57278,SD,1.5451098
57279,SD,1.5451098
57301,SD,1.5451098
57311,SD,1.5451098
57312,SD,1.5451098
57313,SD,1.5451098
57314,SD,1.5451098
57315,SD,1.5451098
57317,SD,1.5451098
57319,SD,1.5451098
57321,SD,1.5451098
57322,SD,1.5451098
57323,SD,1.5451098
57324,SD,1.5451098
57325,SD,1.5451098
57326,SD,1.5451098
57328,SD,1.5451098
57329,SD,1.5451098
57330,SD,1.5451098
57331,SD,1.5451098
57332,SD,1.5451098
57334,SD,1.5451098
57335,SD,1.5451098
57337,SD,1.5451098
57339,SD,1.5451098
57340,SD,1.5451098
57341,SD,1.5451098
57342,SD,1.5451098
57344,SD,1.5451098
57345,SD,1.5451098
57346,SD,1.5451098
57348,SD,1.5451098
57349,SD,1.5451098
57350,SD,1.5451098
57353,SD,1.5451098
57354,SD,1.5451098
57355,SD,1.5451098
57356,SD,1.5451098
57358,SD,1.5451098
57359,SD,1.5451098
57361,SD,1.5451098
57362,SD,1.5451098
57363,SD,1.5451098
57364,SD,1.5451098
57365,SD,1.5451098
57366,SD,1.5451098
57367,SD,1.5451098
57368,SD,1.5451098
57369,SD,1.5451098
57370,SD,1.5451098
57371,SD,1.5451098
57373,SD,1.5451098
57374,SD,1.5451098
57375,SD,1.5451098
57376,SD,1.5451098
57379,SD,1.5451098
57380,SD,1.5451098
57381,SD,1.5451098
57382,SD,1.5451098
57383,SD,1.5451098
57384,SD,1.5451098
57385,SD,1.5451098
57386,SD,1.5451098
57399,SD,1.5451098
57401,SD,1.5451098
57402,SD,1.5451098
57420,SD,1.5451098
57421,SD,1.5451098
57422,SD,1.5451098
57424,SD,1.5451098
57426,SD,1.5451098
57427,SD,1.5451098
57428,SD,1.5451098
57429,SD,1.5451098
57430,SD,1.5451098
57432,SD,1.5451098
57433,SD,1.5451098
57434,SD,1.5451098
57435,SD,1.5451098
57436,SD,1.5451098
57437,SD,1.5451098
57438,SD,1.5451098
57439,SD,1.5451098
57440,SD,1.5451098
57441,SD,1.5451098
57442,SD,1.5451098
57445,SD,1.5451098
57446,SD,1.5451098
57448,SD,1.5451098
